"Warning Type","Code","Warning"
"Dodgy code Warning","MS","Public static org.apache.commons.lang3.time.FastTimeZone.getGmtTimeZone() may expose internal representation by returning FastTimeZone.GREENWICH"
"Dodgy code Warning","MS","Public static org.apache.commons.lang3.time.FastTimeZone.getGmtTimeZone(String) may expose internal representation by returning FastTimeZone.GREENWICH"
"Dodgy code Warning","MS","Public static org.apache.commons.lang3.tuple.ImmutablePair.nullPair() may expose internal representation by returning ImmutablePair.NULL"
"Dodgy code Warning","REFLF","Public method org.apache.commons.lang3.reflect.FieldUtils.getDeclaredField(Class, String, boolean) uses reflection to modify a field it gets in its parameter which could increase the accessibility of any class."
"Dodgy code Warning","REFLF","Public method org.apache.commons.lang3.reflect.FieldUtils.getField(Class, String, boolean) uses reflection to modify a field it gets in its parameter which could increase the accessibility of any class."
"Malicious code vulnerability Warning","SS","Unread field: org.apache.commons.codec.binary.BaseNCodec.PAD; should this field be static?"
"Performance Warning","DCN","Do not catch NullPointerException like in org.apache.commons.lang3.BooleanUtils.and(Boolean[])"
"Performance Warning","DCN","Do not catch NullPointerException like in org.apache.commons.lang3.BooleanUtils.or(Boolean[])"
"Performance Warning","DCN","Do not catch NullPointerException like in org.apache.commons.lang3.BooleanUtils.xor(Boolean[])"
"Performance Warning","SF","Switch statement found in org.apache.commons.codec.digest.PureJavaCrc32C.update(byte[], int, int) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.math.NumberUtils.createNumber(String) where one case falls through to the next case"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.math.NumberUtils.createNumber(String) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.time.DateUtils.getFragment(Calendar, int, TimeUnit) where one case falls through to the next case"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.time.FastDateParser.simpleQuote(StringBuilder, String) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.time.FastDatePrinter.appendFullDigits(Appendable, int, int) where one case falls through to the next case"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.time.FastDatePrinter.appendFullDigits(Appendable, int, int) where default case is missing"
